date,store_id,department,weekly_sales,pred_linear_regression,pred_random_forest,pred_xgboost
2024-07-20,1,3,45204.08,64796.50850573961,67766.36151432895,62585.24
2024-07-27,1,3,110318.14,65546.00483519144,68540.43566377599,66275.9
2024-08-03,1,3,19137.37,74829.68457879592,68456.99741655817,64304.633
2024-08-10,1,3,80873.25,67299.17730833156,67267.83803967567,67911.125
2024-08-17,1,3,107118.33,64303.99488553288,71576.77780561108,62602.508
2024-08-24,1,3,33737.14,73347.49759802042,69212.30379357286,65635.23
2024-08-31,1,3,49564.58,82418.57867901781,71340.78584019508,75933.79
2024-06-01,1,4,85724.73,78375.93033612383,68034.40259330602,64412.82
2024-06-08,1,4,19789.83,90514.10174688921,69878.35910043157,63964.18
2024-06-15,1,4,108902.25,82153.95508534438,69630.26689321411,70986.79
2024-06-22,1,4,106912.03,82997.24640242363,72623.35944058932,70446.945
2024-06-29,1,4,91995.35,87820.01884062964,72741.4123639331,64665.098
2024-07-06,1,4,65646.3,87924.42978900828,92136.38238294025,98762.59
2024-07-13,1,4,14687.37,86439.0813198087,71403.65937590411,68075.41
2024-07-20,1,4,37040.44,80413.7716299729,70292.50398380989,70501.38
2024-07-27,1,4,80613.91,76600.07520349804,69552.04832367941,68351.25
2024-08-03,1,4,57169.79,80697.55155232735,68820.16064723142,71197.73
2024-08-10,1,4,10991.14,79308.18034377773,72382.72759002823,75706.055
2024-08-17,1,4,45809.13,66638.51263263897,67690.34451253442,68303.875
2024-08-24,1,4,74613.45,67751.5934211732,66616.4561899817,66450.375
2024-08-31,1,4,70761.18,75069.65614156506,65998.2909552866,63625.477
2024-06-01,1,5,24718.26,83280.8494541593,80735.22568449411,66796.516
2024-06-08,1,5,67090.39,88891.29822603567,76089.03029036234,70057.86
2024-06-15,1,5,121405.82,79211.0754951174,75926.03261905165,74402.67
2024-06-22,1,5,41328.84,81120.96113386651,75609.88488671156,72128.72
2024-06-29,1,5,106870.36,81231.48571753298,76480.61771262196,74638.51
2024-07-06,1,5,97141.48,82809.44026153447,86531.6723265582,91120.62
2024-07-13,1,5,29042.87,87179.00065508074,74914.16225718729,70965.305
2024-07-20,1,5,15694.93,76890.53133569474,67549.21426670783,67652.66
2024-07-27,1,5,93954.13,76396.46881991325,71296.61332587677,67809.52
2024-08-03,1,5,21860.54,85962.77743559878,76842.41885922015,72125.305
2024-08-10,1,5,102823.28,78604.72302308047,69933.44198303805,75191.62
2024-08-17,1,5,82495.44,72240.0954739931,67566.21129417262,70392.95
2024-08-24,1,5,16503.56,77725.3790763864,72154.44683191938,67460.04
2024-08-31,1,5,37874.84,80705.55427498367,72233.36451891268,74089.66
2024-06-01,1,6,107356.29,74647.1562752724,75555.91766898362,78396.484
2024-06-08,1,6,104420.72,85429.49609484212,75512.36926407568,73721.91
2024-06-15,1,6,99663.18,80099.2883694829,76386.89906922686,70877.35
2024-06-22,1,6,101080.76,82119.61781940196,81277.87185760116,74627.24
2024-06-29,1,6,38850.66,89481.78345816905,78433.34785665048,69155.94
2024-07-06,1,6,127776.49,96611.21324744512,109878.62893807689,94523.84
2024-07-13,1,6,79470.29,103905.72445217133,80302.15447605475,75120.586
2024-07-20,1,6,31593.57,92641.30432586907,79743.2633143199,73392.18
2024-07-27,1,6,126201.61,86917.14541154052,82534.34731682623,74555.13
2024-08-03,1,6,64116.7,94268.70588708922,83105.19890547014,74091.71
2024-08-10,1,6,41983.76,87881.51973509791,76861.37814294331,73362.69
2024-08-17,1,6,89225.41,77703.66060409008,78716.34398657481,76068.53
2024-08-24,1,6,74409.51,81882.93873938124,76298.20734265282,68814.32
2024-08-31,1,6,47179.39,89679.44125056066,76890.12920003825,74625.6
2024-06-01,1,7,14250.4,80930.5727566185,77701.23009596008,77182.8
2024-06-08,1,7,122371.05,86501.14977178763,76948.09172616318,76076.766
2024-06-15,1,7,11890.4,84319.09398018118,81637.67347654703,76545.03
2024-06-22,1,7,31100.93,76889.27590706936,74580.06474041347,78270.21
2024-06-29,1,7,40628.41,73997.30290312454,70242.05537920726,81325.0
2024-07-06,1,7,37409.59,79741.87733469383,75899.93404882243,90766.56
2024-07-13,1,7,91040.19,74459.02180892898,63018.54386875119,73507.805
2024-07-20,1,7,22479.27,69927.2158214403,67621.77888397427,72631.33
2024-07-27,1,7,59163.04,64154.26169203089,70630.7441736252,72134.86
2024-08-03,1,7,117224.87,71341.00776191364,70735.01144006425,75120.98
2024-08-10,1,7,25754.08,71330.4054424892,66436.75933519712,73053.5
2024-08-17,1,7,13611.12,65580.82380581161,77822.95020865164,73558.414
2024-08-24,1,7,23133.03,69907.09552437038,69522.98244455196,72031.25
2024-08-31,1,7,28256.12,79984.82619987283,71727.32971665608,75689.83
2024-06-01,1,8,85574.74,80738.12692962916,79216.78009547348,77477.26
2024-06-08,1,8,83207.48,87881.5812221501,75650.87557687612,77701.34
2024-06-15,1,8,42200.66,82583.47638283978,78660.30687751307,73398.664
2024-06-22,1,8,124597.42,77160.69301586127,75782.74245599276,78528.02
2024-06-29,1,8,133759.67,86906.17561938532,76339.30419598123,78101.8
2024-07-06,1,8,40098.08,93143.15647840776,105819.34800362063,105283.92
2024-07-13,1,8,79971.83,96446.3591159888,82418.48043966734,84881.055
2024-07-20,1,8,74778.77,85763.36175999418,77848.46712659368,76189.375
2024-07-27,1,8,117100.97,85724.14620575018,76796.79462896193,76108.62
2024-08-03,1,8,111113.81,90220.59067882059,80181.46071610834,79576.266
2024-08-10,1,8,64898.09,87962.17807539582,79664.02726936928,79453.38
2024-08-17,1,8,67614.86,83520.31445541917,79763.29685270246,78686.41
2024-08-24,1,8,54021.79,85169.89653115353,79414.62812052056,78424.805
2024-08-31,1,8,111047.37,89503.06251186781,76059.44845485556,80082.484
2024-06-01,1,9,41912.56,85786.3104052981,80498.98216451141,80468.086
2024-06-08,1,9,32292.57,93025.2324810462,80466.05686066752,77910.21
2024-06-15,1,9,47506.8,82665.7137139295,78020.24159986516,82613.99
2024-06-22,1,9,15667.09,74426.20225749348,69862.63684791415,76547.664
2024-06-29,1,9,99333.41,70230.23722138655,69091.73864209423,74406.17
2024-07-06,1,9,147741.39,79248.05274581685,74630.76848796329,100528.45
2024-07-13,1,9,105802.18,92225.71765357794,82562.64771133737,85106.62
2024-07-20,1,9,142251.1,78748.21618694562,81434.61068848876,91567.43
2024-07-27,1,9,65147.68,77922.01216743697,84903.69528888924,83488.15
2024-08-03,1,9,89405.84,87548.49990848769,78608.04821157819,81981.3
2024-08-10,1,9,86428.31,88903.63741934506,81336.48878375028,79299.22
2024-08-17,1,9,125874.97,86989.86877159003,85525.08442178243,78590.88
2024-08-24,1,9,126589.54,96505.12951475056,88441.22128047513,86725.32
2024-08-31,1,9,21221.04,105807.5587202597,90669.4501257987,83690.13
2024-06-01,1,10,104666.3,78681.14272614603,77649.09443676998,81717.52
2024-06-08,1,10,142487.35,92001.489255061,78249.59099558734,81149.27
2024-06-15,1,10,87413.1,90078.12775598714,81949.03812416657,85847.43
2024-06-22,1,10,75610.0,84807.78706082056,80800.3890023916,84794.51
2024-06-29,1,10,35515.51,85439.57642237903,76859.56947382406,80281.44
2024-07-06,1,10,32640.57,92485.80883354566,110843.08744754411,109670.83
2024-07-13,1,10,122017.38,94776.54882661914,77393.22983555787,79795.94
2024-07-20,1,10,121258.11,91143.46522104266,81687.21037931909,82122.48
2024-07-27,1,10,71249.81,90297.3789484695,86699.54524933868,87999.44
2024-08-03,1,10,129976.42,89940.80569086288,82250.0164478008,87804.22
2024-08-10,1,10,55263.6,85029.35731476871,78588.82408795512,79508.06
2024-08-17,1,10,143238.24,78976.14861962522,76833.73158727342,80786.13
2024-08-24,1,10,135939.62,88721.4788170688,81988.85406785434,85104.59
2024-08-31,1,10,64404.09,104237.37458741918,83404.82510205278,86224.33
2024-06-01,1,11,88127.02,82176.51185698854,81279.225461496,84319.6
2024-06-08,1,11,120224.48,88795.26651959904,79663.59838992443,83908.59
2024-06-15,1,11,35492.63,84276.6926078212,81704.93824083736,89671.38
2024-06-22,1,11,73188.2,81158.1497275847,77588.3872576446,81992.62
2024-06-29,1,11,77107.22,83220.01815629285,75880.18157065679,83200.48
2024-07-06,1,11,102568.56,90007.46374086209,104721.35835254306,104065.27
2024-07-13,1,11,36935.85,91222.77247091196,76286.94234404268,81142.664
2024-07-20,1,11,99062.67,82833.1648143375,76689.71296727555,79604.695
2024-07-27,1,11,107172.37,81349.59422945682,76104.08380816694,77140.96
2024-08-03,1,11,27157.52,87735.68046117135,76325.2402190516,79016.31
2024-08-10,1,11,30242.79,80110.97739866219,77437.40554110224,84819.664
2024-08-17,1,11,141729.49,75250.04207867381,70019.99150790244,80261.79
2024-08-24,1,11,122811.43,87114.74005809738,83137.27766562245,86491.04
2024-08-31,1,11,77180.33,97361.5455962549,81840.91397666316,90815.25
2024-06-01,1,12,161657.03,78686.93662025369,77770.77507580575,86371.53
2024-06-08,1,12,71972.42,96760.15754885477,85945.46841071927,84105.445
2024-06-15,1,12,24693.19,87512.61257109878,83796.81818372941,90323.836
2024-06-22,1,12,105840.15,78837.38221143125,82788.34035614839,86700.36
2024-06-29,1,12,148396.77,89140.93143153604,78805.45536153259,84680.31
2024-07-06,1,12,73394.72,96996.32006377532,105864.76934843729,112590.09
2024-07-13,1,12,111159.12,95858.17075381664,78881.19970410036,91399.57
2024-07-20,1,12,85477.91,88592.41224230302,81268.04986926296,84766.27
2024-07-27,1,12,51298.59,91380.88991690768,82392.10050480934,87356.76
2024-08-03,1,12,103706.28,87440.83588951576,76360.74327032985,85508.39
2024-08-10,1,12,15950.44,88771.8433734212,81918.10598588553,84742.43
2024-08-17,1,12,157670.12,84135.36155361953,82048.70434934314,87338.81
2024-08-24,1,12,67820.39,94867.57281867901,89541.57187961241,88871.74
2024-08-31,1,12,42210.65,97996.71099683281,81245.08418260462,87216.4
2024-06-01,1,13,146069.09,82886.3939301442,79375.08469727734,84154.484
2024-06-08,1,13,56204.13,98716.56757036343,80457.34954145039,87005.625
2024-06-15,1,13,40755.93,91541.7201939077,81915.0357063701,89876.484
2024-06-22,1,13,81375.06,88080.24687555985,85574.70642917849,91086.94
2024-06-29,1,13,109046.64,87388.37558737429,79622.25287214476,85670.47
2024-07-06,1,13,121810.76,90776.17597677436,99969.87278997974,108818.555
2024-07-13,1,13,100053.73,98057.46212511777,80795.84812208166,87389.92
2024-07-20,1,13,108433.74,87399.61183392699,80326.41205961186,82090.2
2024-07-27,1,13,166097.93,85110.52634815002,79956.34686881152,84688.94
2024-08-03,1,13,31434.41,94743.6215613072,84584.35306363301,89555.914
2024-08-10,1,13,121733.85,95189.6204363683,89133.71876629979,92687.0
2024-08-17,1,13,113939.14,95378.32484325842,91248.18275668068,91670.4
2024-08-24,1,13,102529.27,102983.48492069339,91401.24725582468,89462.86
2024-08-31,1,13,72760.47,107161.69190255718,90948.50779497217,93048.3
2024-06-01,1,14,67517.04,90546.29861426164,89498.97539358614,92216.74
2024-06-08,1,14,21698.71,89079.41875875677,80855.50899769706,94613.27
2024-06-15,1,14,66045.23,82412.07786487747,84196.95743863606,93865.35
2024-06-22,1,14,107535.8,80375.3780180474,83603.58704983107,92927.81
2024-06-29,1,14,78750.84,81748.14008979319,86616.18802273048,92478.57
2024-07-06,1,14,105844.73,79611.43756536063,86549.56491555265,112180.19
2024-07-13,1,14,32779.14,86961.94554621718,83492.12955662969,91250.99
2024-07-20,1,14,73764.4,79533.15574363063,84839.6500549021,84802.16
2024-07-27,1,14,66343.31,76167.83109137285,71422.03855460612,87488.94
2024-08-03,1,14,90592.49,81791.08107118323,73187.61625926547,89688.75
2024-08-10,1,14,154708.6,82282.25338943611,83022.84001597315,92160.516
2024-08-17,1,14,51050.43,83872.06710286127,85840.81850802485,86837.78
2024-08-24,1,14,49651.63,84583.1995931754,83098.32411478301,96536.06
2024-08-31,1,14,80434.81,92672.27124518945,82183.00142944939,95405.19
2024-06-01,1,15,101067.69,103226.81107924829,95188.12022259895,96431.75
2024-06-08,1,15,45909.87,110291.84077097048,95380.53052160318,98637.125
2024-06-15,1,15,22635.63,102333.76878118224,90893.23434804777,99106.57
2024-06-22,1,15,155598.62,96820.56703384957,87745.94071276554,94363.14
2024-06-29,1,15,39298.87,105102.75081891226,91187.15338444803,98059.9
2024-07-06,1,15,98975.15,99683.7952076188,109292.60022648776,129856.68
2024-07-13,1,15,51993.22,98402.14025448574,86729.69665231882,104498.56
2024-07-20,1,15,43774.94,88283.9327446387,88653.8120526295,91153.555
2024-07-27,1,15,34686.68,75942.94364969715,93215.0716210492,94138.38
2024-08-03,1,15,90427.28,77740.58661857387,74555.0322606367,88341.68
2024-08-10,1,15,31032.6,77872.43795064048,71605.31336256383,89893.28
2024-08-17,1,15,108742.75,71806.61615801399,73695.10347279707,97290.82
2024-08-24,1,15,125593.11,74635.30168262671,72636.63022394666,88871.7
2024-08-31,1,15,51293.77,89115.35560354538,88711.82523776645,99031.4
2024-06-01,1,16,68651.41,90722.99770272383,98407.64928778101,93739.414
2024-06-08,1,16,146234.99,104116.54852552206,94614.7167188215,101403.01
2024-06-15,1,16,47993.31,105301.62338567834,95298.84677771124,93821.016
2024-06-22,1,16,38995.07,99844.68467881592,91010.89085290255,99769.18
2024-06-29,1,16,137516.89,95479.62170857424,89494.35759426866,98265.39
2024-07-06,1,16,189695.14,103823.46867875155,114875.43557946324,122157.086
2024-07-13,1,16,85835.65,114970.6572795154,96517.12568070967,101249.195
2024-07-20,1,16,114533.91,100510.37242640794,94452.12636101192,104315.78
2024-07-27,1,16,69451.43,94792.20515746603,95200.7865454627,103951.11
2024-08-03,1,16,59767.73,102741.61500137363,92431.38271560494,94312.69
2024-08-10,1,16,53943.61,90502.43109288381,96946.70695036411,99337.4
2024-08-17,1,16,86084.48,86688.73720622549,93448.60915470742,95699.35
2024-08-24,1,16,73643.69,91558.99983876263,90040.61514785704,98307.39
2024-08-31,1,16,122882.0,95238.98811139999,92298.14142866418,92190.86
2024-06-01,1,17,142127.5,106120.364005399,96069.12195633193,97521.84
2024-06-08,1,17,34360.82,119396.56548529488,99276.4992128806,95758.53
2024-06-15,1,17,44594.59,99762.58207295448,96592.4292956731,100703.63
2024-06-22,1,17,57910.18,91564.51417640058,100390.96801201292,110830.39
2024-06-29,1,17,63508.3,90576.51037368728,86712.41161435476,99734.61
2024-07-06,1,17,142873.58,83118.28621302187,99085.7378342214,137754.47
2024-07-13,1,17,165580.46,89007.97609563635,94059.64985261718,103606.84
2024-07-20,1,17,107253.42,89430.30413357797,97180.33218311315,106175.71
2024-07-27,1,17,164226.4,88734.3495698731,101921.98391171453,106283.14
2024-08-03,1,17,159688.97,92989.28401253736,94195.17884109158,111564.68
2024-08-10,1,17,18999.76,99897.32682143062,96511.1965736123,101974.69
2024-08-17,1,17,60430.77,98747.44268416587,96476.04832348414,97450.61
2024-08-24,1,17,53887.61,106691.3493426473,97862.45003199817,100181.06
2024-08-31,1,17,20846.04,114541.44259632865,97612.84070538208,96838.01
2024-06-01,1,18,91476.52,95632.03764539125,99499.82469469956,99465.664
2024-06-08,1,18,39078.63,104539.60521327559,100025.33652075812,110237.25
2024-06-15,1,18,154058.11,93008.0999698987,103524.87617680857,113900.5
2024-06-22,1,18,159505.43,102009.98000301805,104281.20998371477,110135.23
2024-06-29,1,18,117138.48,109630.23817376024,106946.16078309495,121588.78
2024-07-06,1,18,139197.02,106018.06725461225,107309.7728468714,121297.28
2024-07-13,1,18,54746.69,105522.00934279733,106914.77834423693,103205.89
2024-07-20,1,18,184848.93,102858.24490453952,104029.93508227318,100296.27
2024-07-27,1,18,72075.91,105058.31583169862,105340.11052186709,114962.7
2024-08-03,1,18,56749.94,110015.32039428828,104509.55431262597,111705.36
2024-08-10,1,18,174213.71,108483.83031100134,103997.97046832625,112938.09
2024-08-17,1,18,154134.43,106065.97751024828,104227.78288618205,110047.78
2024-08-24,1,18,120546.96,106890.85699092026,107680.93407490333,112654.82
2024-08-31,1,18,51266.41,113063.26818559982,114445.52584213257,112730.41
2024-06-01,1,19,37614.76,105112.89920137543,106708.54106802293,103868.07
2024-06-08,1,19,52417.24,115560.63842363266,114875.51143809881,113934.48
2024-06-15,1,19,47570.06,111084.8337213539,107150.39127347863,103558.78
2024-06-22,1,19,58325.97,105792.70739145658,106390.18518064423,112040.266
2024-06-29,1,19,126748.3,91652.31069605559,99574.15934725497,105469.99
2024-07-06,1,19,234230.58,95187.72688236806,101159.3434622283,135773.62
2024-07-13,1,19,50024.97,117486.00727646891,113576.57764560543,116546.734
2024-07-20,1,19,135886.44,97479.84855622504,98018.61095753218,101788.86
2024-07-27,1,19,128810.74,93558.0773787337,97316.6773478238,108411.28
2024-08-03,1,19,117876.19,106873.12761031737,101679.18349081636,112980.16
2024-08-10,1,19,98170.97,101753.22888230887,105805.27861649364,110779.51
2024-08-17,1,19,132091.97,96129.12591336589,107957.74442040011,104336.805
2024-08-24,1,19,36946.21,105410.64797138254,111869.89207541232,110235.12
2024-08-31,1,19,131149.74,112379.9111511136,104626.41403322891,107075.586
2024-06-01,1,20,141699.46,94566.57739475233,108002.21076917261,110011.78
2024-06-08,1,20,91539.17,109777.65409974835,113221.2625268459,112834.836
2024-06-15,1,20,166402.56,101944.4218319986,108663.03717966462,106116.23
2024-06-22,1,20,187965.01,100965.92501001412,105563.67943055497,111521.97
2024-06-29,1,20,121792.27,107729.74585697515,124034.5209668161,117550.03
2024-07-06,1,20,83687.35,106533.04131831424,129084.4482030051,132428.92
2024-07-13,1,20,153064.67,112678.5976660926,123772.61048378116,121663.41
2024-07-20,1,20,162980.78,107399.07348344108,104919.90767667217,103896.99
2024-07-27,1,20,193570.58,113144.42560370744,112600.29652162187,115490.63
2024-08-03,1,20,107963.03,121550.84579119907,123140.39686519424,113544.555
2024-08-10,1,20,191657.42,118514.13746795995,124110.81725089437,119906.625
2024-08-17,1,20,166131.35,115067.96484362197,103686.98960055433,101816.22
2024-08-24,1,20,146592.46,118603.37426846937,121467.19132483477,109260.22
2024-08-31,1,20,135411.73,127591.49278783528,133194.8359848208,123335.0
2024-06-01,2,1,1413.56,3058.6307861032437,6206.322342002627,5186.664
2024-06-08,2,1,7696.63,-2370.5556515275402,5866.743699815863,5318.1245
2024-06-15,2,1,5907.52,-662.9109147657837,6019.016322338039,5209.158
2024-06-22,2,1,7201.8,4907.262697399779,6293.660681957656,5102.5327
2024-06-29,2,1,2720.46,1611.2675347555742,6259.832329909089,5177.1055
2024-07-06,2,1,8027.63,34127.441369527085,8658.938763815748,7700.087
2024-07-13,2,1,2128.06,2862.1625133497873,6164.56389711419,5175.3667
2024-07-20,2,1,5538.36,5201.901607581542,6162.341132763182,5038.3613
2024-07-27,2,1,985.49,1144.5259527932321,6406.178249586703,5133.9146
2024-08-03,2,1,1257.69,4046.255461957702,6375.378203908055,5089.48
2024-08-10,2,1,3635.09,-172.50015079991135,6419.799305304407,5046.739
2024-08-17,2,1,3076.54,1814.5950475290228,6260.780065312637,5204.02
2024-08-24,2,1,9161.08,7365.339927407291,6091.822313523229,5230.7905
2024-08-31,2,1,2071.58,2084.0777592141603,6517.225262866882,5230.1284
2024-06-01,2,2,2339.22,2875.8925377193445,6244.487851534339,4671.8457
2024-06-08,2,2,1591.59,-2674.4818423511842,6061.196105536351,4868.6055
2024-06-15,2,2,2850.6,-1508.7593803727432,6345.602403004121,4759.6387
2024-06-22,2,2,3103.57,3658.3570036418932,6426.033780278043,4679.412
2024-06-29,2,2,8048.32,83.3712230384408,6346.789463416757,4662.287
2024-07-06,2,2,9481.02,33667.46253409794,7939.902637481004,8321.045
2024-07-13,2,2,7249.56,2464.0834638442393,6332.076173088772,4673.1094
2024-07-20,2,2,8825.64,4773.754951907376,6487.485243994617,4704.633
2024-07-27,2,2,6613.26,890.7788885395239,6145.960015329428,4602.672
2024-08-03,2,2,7342.48,4077.425289701172,6349.283404481252,4574.6616
2024-08-10,2,2,819.66,813.9285448250193,6371.243490509127,4558.915
2024-08-17,2,2,3342.69,3273.275838101683,6439.463552859239,4754.501
2024-08-24,2,2,1413.54,9280.996930003428,6721.126284258399,4666.488
2024-08-31,2,2,877.96,2945.5162926162957,6758.6556012399205,4793.171
2024-06-01,2,3,3576.15,4041.443394941929,6655.682842431167,5090.924
2024-06-08,2,3,7576.19,-1744.253159440188,6501.746923638091,5820.0083
2024-06-15,2,3,2880.18,-408.20827834617376,6645.609468055211,5113.418
2024-06-22,2,3,860.58,4696.252262738253,6640.690062080841,5043.7363
2024-06-29,2,3,10330.36,786.9264039942282,6539.7443544488215,5081.365
2024-07-06,2,3,6450.43,34186.38815913566,9257.655785059354,10705.018
2024-07-13,2,3,9383.28,2686.129674720545,6811.167730687765,5079.6265
2024-07-20,2,3,2791.2,5253.850829990555,6811.504203781705,5058.412
2024-07-27,2,3,3340.22,1393.437485935152,6920.506992468709,5032.2954
2024-08-03,2,3,8891.47,4142.431078685506,6919.791099679574,4993.7397
2024-08-10,2,3,4228.3,803.5613118399779,7098.218968255615,4912.6943
2024-08-17,2,3,9832.52,2788.316727449692,6804.946979683121,5108.28
2024-08-24,2,3,4697.08,9381.568037374549,6921.004264254988,5018.251
2024-08-31,2,3,9679.8,3033.131478419029,6915.699829495226,5134.387
2024-06-01,2,4,5199.88,3543.474741200109,6660.560902950382,5075.62
2024-06-08,2,4,7078.34,-1607.3587384992697,6500.272219391778,5235.307
2024-06-15,2,4,6281.84,-176.60446465107088,6700.487645873796,4847.7495
2024-06-22,2,4,10521.81,4826.9820717325165,6582.2775995541715,5141.786
2024-06-29,2,4,5734.02,1996.7899307417356,6816.174368441079,5030.6133
2024-07-06,2,4,5126.71,34960.794230874235,8380.679181923053,8410.028
2024-07-13,2,4,3316.83,3185.4076586364026,6747.219579022593,5434.973
2024-07-20,2,4,9070.81,5596.0747805565225,6808.921279224212,5595.1436
2024-07-27,2,4,8440.86,1902.3350229074968,6731.644452591539,5104.974
2024-08-03,2,4,8966.11,4880.141489417627,6937.382505907099,4942.988
2024-08-10,2,4,3906.55,1309.5996635717238,7076.242413530812,4925.617
2024-08-17,2,4,4017.76,3214.6781107142015,6812.823257474278,5092.976
2024-08-24,2,4,5888.61,8924.148118242749,6909.57017080719,4922.1016
2024-08-31,2,4,5719.91,3009.9228269506784,6952.04223140966,5024.734
2024-06-01,2,5,9920.07,3549.8499185938163,6746.4326992806655,5244.1807
2024-06-08,2,5,1587.12,-1475.0386065963503,6901.198493023435,5375.641
2024-06-15,2,5,3387.66,-132.29703026866991,6831.439235764844,5874.5674
2024-06-22,2,5,6274.72,5297.889696581424,6694.137939326478,5186.448
2024-06-29,2,5,3129.97,2244.933661883744,6736.128786896475,5234.622
2024-07-06,2,5,12326.36,34588.385770243425,9107.769560919474,9922.313
2024-07-13,2,5,6124.31,3579.9487801036666,6904.437965838106,5783.476
2024-07-20,2,5,3700.47,5881.583263207522,6872.825992849666,5211.669
2024-07-27,2,5,4387.19,1603.843024009977,6810.782685126748,5260.988
2024-08-03,2,5,7470.44,4172.212200113383,7465.450907534254,5146.9966
2024-08-10,2,5,1977.35,608.8733312187833,6993.6687920173,5065.951
2024-08-17,2,5,7028.0,2649.057096441793,6752.051510457612,5439.3755
2024-08-24,2,5,3370.44,8766.804555265666,7149.872027864909,5160.963
2024-08-31,2,5,11212.93,2862.9568042130777,7138.334503308532,5549.237
2024-06-01,2,6,6822.15,3796.6488585080697,6675.552959232717,5888.173
2024-06-08,2,6,6761.49,-1315.0877959345526,6683.177383809705,5601.7456
2024-06-15,2,6,2176.83,53.22659057541023,6870.7074929184655,5816.394
2024-06-22,2,6,1841.25,5068.529164676325,6673.63453961095,5830.4404
2024-06-29,2,6,10215.89,1617.7902331668665,6622.922317125735,5784.3413
2024-07-06,2,6,13495.27,35053.02247992403,8150.02868392412,10474.916
2024-07-13,2,6,7277.01,4156.462927453198,7180.148856832438,6068.7603
2024-07-20,2,6,8176.12,6241.552488640034,7338.391812460398,5818.205
2024-07-27,2,6,5647.1,2029.0171559195587,7050.283294161512,5908.818
2024-08-03,2,6,11536.38,4970.258176918294,7912.947942778381,5373.101
2024-08-10,2,6,3137.8,1545.386205801853,7509.66920010612,5415.1216
2024-08-17,2,6,5770.83,3900.60395211001,7413.36762448369,5934.3223
2024-08-24,2,6,11026.3,10156.158749478938,8757.020670815842,6100.033
2024-08-31,2,6,5911.55,4403.744529276268,8237.371340541542,6132.446
2024-06-01,2,7,6380.63,5067.35376999939,7534.795266261798,6630.569
2024-06-08,2,7,1552.8,-154.1698247701279,7694.514980627265,6743.6045
2024-06-15,2,7,5656.11,1243.7328377991216,7726.985226599957,6657.095
2024-06-22,2,7,2193.23,6163.806922960543,6856.150779641694,5935.7217
2024-06-29,2,7,5497.52,2019.4137925330288,6634.155322628966,6119.6284
2024-07-06,2,7,5535.9,34677.74120023993,8029.519961515835,11368.213
2024-07-13,2,7,5454.05,3157.1545332315764,6810.6466500400475,6117.8896
2024-07-20,2,7,3784.89,4965.748264968668,6848.724228924067,5960.9424
2024-07-27,2,7,9774.63,493.1602919671677,6577.316037496731,5924.2803
